1982,12,14,2227
1982,12,15,2218
1982,12,16,2266
1982,12,17,2313
1982,12,18,2323
1982,12,19,2304
1982,12,20,2298
1982,12,21,2308
1982,12,22,2317
1982,12,23,2329
1982,12,24,2319
1982,12,25,2318
1982,12,26,2306
1982,12,27,2264
1982,12,28,2235
1982,12,29,2263
1982,12,30,2294
1982,12,31,2309
1983,1,1,2306
1983,1,2,2295
1983,1,3,2288
1983,1,4,2267
1983,1,5,2267
1983,1,6,2252
1983,1,7,2214
1983,1,8,2246
1983,1,9,2260
1983,1,10,2281
1983,1,11,2345
1983,1,12,2339
1983,1,13,2339
1983,1,14,2355
1983,1,15,2341
1983,1,16,2349
1983,1,17,2368
1983,1,18,2379
1983,1,19,2370
1983,1,20,2372
1983,1,21,2348
1983,1,22,2312
1983,1,23,2275
1983,1,24,2252
1983,1,25,2260
1983,1,26,2249
1983,1,27,2214
1983,1,28,2212
1983,1,29,2208
1983,1,30,-32767
1983,1,31,2350
1983,2,1,2335
1983,2,2,2343
1983,2,3,2344
1983,2,4,2309
1983,2,5,2241
1983,2,6,2209
1983,2,7,2201
1983,2,8,2209
1983,2,9,2271
1983,2,10,2324
1983,2,11,2344
1983,2,12,2361
1983,2,13,2371
1983,2,14,2336
1983,2,15,2301
1983,2,16,2260
1983,2,17,2248
1983,2,18,2270
1983,2,19,2291
1983,2,20,2371
1983,2,21,2434
1983,2,22,2463
1983,2,23,2489
1983,2,24,2497
1983,2,25,2500
1983,2,26,2476
1983,2,27,2452
1983,2,28,2435
1983,3,1,2430
1983,3,2,2412
1983,3,3,2397
1983,3,4,2395
1983,3,5,2408
1983,3,6,2398
1983,3,7,2398
1983,3,8,2400
1983,3,9,2369
1983,3,10,2358
1983,3,11,2364
1983,3,12,2381
1983,3,13,2395
1983,3,14,2398
1983,3,15,2399
1983,3,16,2406
1983,3,17,2411
1983,3,18,2434
1983,3,19,2404
1983,3,20,2376
1983,3,21,2356
1983,3,22,2338
1983,3,23,2319
1983,3,24,2312
1983,3,25,2325
1983,3,26,2345
1983,3,27,2371
1983,3,28,2365
1983,3,29,2349
1983,3,30,2374
1983,3,31,2410
1983,4,1,2391
1983,4,2,2374
1983,4,3,2354
1983,4,4,2351
1983,4,5,2347
1983,4,6,2321
1983,4,7,2307
1983,4,8,2325
1983,4,9,2370
1983,4,10,2374
1983,4,11,2352
1983,4,12,2337
1983,4,13,2302
1983,4,14,2294
1983,4,15,2307
1983,4,16,2313
1983,4,17,2290
1983,4,18,2265
1983,4,19,2222
1983,4,20,2239
1983,4,21,2314
1983,4,22,2344
1983,4,23,2336
1983,4,24,2321
1983,4,25,2326
1983,4,26,2308
1983,4,27,2314
1983,4,28,2292
1983,4,29,2244
1983,4,30,2186
1983,5,1,2187
1983,5,2,2180
1983,5,3,2183
1983,5,4,2191
1983,5,5,2187
1983,5,6,2204
1983,5,7,2240
1983,5,8,2240
1983,5,9,2281
1983,5,10,2317
1983,5,11,2293
1983,5,12,2327
1983,5,13,2354
1983,5,14,2371
1983,5,15,2345
1983,5,16,2337
1983,5,17,2347
1983,5,18,2335
1983,5,19,2361
1983,5,20,2407
1983,5,21,2389
1983,5,22,2333
1983,5,23,2280
1983,5,24,2248
1983,5,25,2237
1983,5,26,2253
1983,5,27,2251
