1968,10,30,883
1968,10,31,899
1968,11,1,896
1968,11,2,899
1968,11,3,883
1968,11,4,847
1968,11,5,840
1968,11,6,853
1968,11,7,849
1968,11,8,843
1968,11,9,854
1968,11,10,874
1968,11,11,878
1968,11,12,882
1968,11,13,896
1968,11,14,919
1968,11,15,921
1968,11,16,924
1968,11,17,936
1968,11,18,925
1968,11,19,895
1968,11,20,883
1968,11,21,885
1968,11,22,882
1968,11,23,874
1968,11,24,885
1968,11,25,883
1968,11,26,910
1968,11,27,933
1968,11,28,903
1968,11,29,823
1968,11,30,823
1968,12,1,840
1968,12,2,846
1968,12,3,857
1968,12,4,855
1968,12,5,844
1968,12,6,857
1968,12,7,870
1968,12,8,867
1968,12,9,862
1968,12,10,858
1968,12,11,873
1968,12,12,844
1968,12,13,843
1968,12,14,865
1968,12,15,863
1968,12,16,864
1968,12,17,850
1968,12,18,831
1968,12,19,809
1968,12,20,790
1968,12,21,814
1968,12,22,859
1968,12,23,865
1968,12,24,819
1968,12,25,821
1968,12,26,863
1968,12,27,869
1968,12,28,837
1968,12,29,828
1968,12,30,841
1968,12,31,822
1969,1,1,805
1969,1,2,803
1969,1,3,818
1969,1,4,835
1969,1,5,823
1969,1,6,817
1969,1,7,831
1969,1,8,860
1969,1,9,879
1969,1,10,907
1969,1,11,905
1969,1,12,912
1969,1,13,920
1969,1,14,916
1969,1,15,915
1969,1,16,905
1969,1,17,891
1969,1,18,885
1969,1,19,884
1969,1,20,886
1969,1,21,903
1969,1,22,915
1969,1,23,923
1969,1,24,919
1969,1,25,899
1969,1,26,870
1969,1,27,882
1969,1,28,871
1969,1,29,849
1969,1,30,851
1969,1,31,826
1969,2,1,782
1969,2,2,835
1969,2,3,876
1969,2,4,912
1969,2,5,919
1969,2,6,909
1969,2,7,913
1969,2,8,903
1969,2,9,886
1969,2,10,880
1969,2,11,863
1969,2,12,859
1969,2,13,826
1969,2,14,831
1969,2,15,856
1969,2,16,874
1969,2,17,890
1969,2,18,886
1969,2,19,908
1969,2,20,920
1969,2,21,880
1969,2,22,874
1969,2,23,923
1969,2,24,935
1969,2,25,949
1969,2,26,980
1969,2,27,1007
1969,2,28,1024
1969,3,1,1042
1969,3,2,1038
1969,3,3,1046
1969,3,4,996
1969,3,5,983
1969,3,6,983
1969,3,7,975
1969,3,8,950
1969,3,9,938
1969,3,10,922
1969,3,11,928
1969,3,12,937
1969,3,13,906
1969,3,14,892
1969,3,15,914
1969,3,16,944
1969,3,17,951
1969,3,18,937
1969,3,19,908
1969,3,20,901
1969,3,21,913
1969,3,22,916
1969,3,23,855
1969,3,24,849
1969,3,25,896
1969,3,26,921
1969,3,27,935
1969,3,28,976
1969,3,29,998
1969,3,30,1012
1969,3,31,1043
1969,4,1,1042
1969,4,2,1025
1969,4,3,1059
1969,4,4,1062
1969,4,5,1041
1969,4,6,1012
1969,4,7,976
1969,4,8,967
1969,4,9,941
1969,4,10,929
1969,4,11,912
1969,4,12,929
1969,4,13,929
1969,4,14,916
1969,4,15,897
1969,4,16,883
1969,4,17,869
1969,4,18,859
1969,4,19,867
1969,4,20,826
1969,4,21,831
1969,4,22,885
1969,4,23,895
1969,4,24,884
1969,4,25,891
1969,4,26,930
1969,4,27,945
1969,4,28,971
1969,4,29,1028
1969,4,30,1051
1969,5,1,1038
1969,5,2,1036
1969,5,3,1028
1969,5,4,1029
1969,5,5,1038
1969,5,6,1030
1969,5,7,1009
1969,5,8,1012
1969,5,9,994
1969,5,10,966
1969,5,11,969
1969,5,12,968
1969,5,13,943
1969,5,14,933
1969,5,15,920
1969,5,16,917
1969,5,17,915
1969,5,18,903
1969,5,19,884
1969,5,20,859
1969,5,21,885
1969,5,22,910
1969,5,23,924
1969,5,24,901
1969,5,25,914
1969,5,26,948
1969,5,27,942
1969,5,28,944
1969,5,29,939
1969,5,30,939
1969,5,31,929
1969,6,1,960
1969,6,2,998
1969,6,3,1034
1969,6,4,1051
1969,6,5,1106
1969,6,6,1197
1969,6,7,1216
1969,6,8,1234
1969,6,9,1249
1969,6,10,1243
1969,6,11,1231
1969,6,12,1231
1969,6,13,1183
1969,6,14,1143
1969,6,15,1127
1969,6,16,1119
1969,6,17,1102
1969,6,18,1082
1969,6,19,1071
1969,6,20,1088
1969,6,21,1081
1969,6,22,1085
1969,6,23,1059
1969,6,24,1006
1969,6,25,1009
1969,6,26,1012
1969,6,27,994
1969,6,28,976
1969,6,29,969
1969,6,30,974
1969,7,1,984
1969,7,2,1012
1969,7,3,1035
1969,7,4,1040
1969,7,5,1050
1969,7,6,1049
1969,7,7,1045
1969,7,8,1043
1969,7,9,1034
1969,7,10,1004
1969,7,11,976
1969,7,12,962
1969,7,13,957
1969,7,14,967
1969,7,15,965
1969,7,16,959
1969,7,17,970
1969,7,18,960
1969,7,19,955
1969,7,20,988
1969,7,21,991
1969,7,22,987
1969,7,23,972
1969,7,24,973
1969,7,25,968
1969,7,26,962
1969,7,27,966
1969,7,28,999
1969,7,29,1001
1969,7,30,1014
1969,7,31,1026
1969,8,1,1029
1969,8,2,1012
1969,8,3,987
1969,8,4,971
1969,8,5,984
1969,8,6,971
1969,8,7,945
1969,8,8,949
1969,8,9,948
1969,8,10,960
1969,8,11,948
1969,8,12,937
1969,8,13,995
1969,8,14,1061
1969,8,15,1097
1969,8,16,1132
1969,8,17,1158
1969,8,18,1136
1969,8,19,1107
1969,8,20,1069
1969,8,21,1039
1969,8,22,1030
1969,8,23,1026
1969,8,24,1023
1969,8,25,1012
1969,8,26,1053
1969,8,27,1066
1969,8,28,1086
1969,8,29,1080
1969,8,30,1074
1969,8,31,1044
1969,9,1,983
1969,9,2,957
1969,9,3,944
1969,9,4,924
1969,9,5,922
1969,9,6,911
1969,9,7,935
1969,9,8,930
1969,9,9,928
1969,9,10,921
1969,9,11,924
1969,9,12,937
1969,9,13,961
1969,9,14,993
1969,9,15,967
1969,9,16,948
1969,9,17,965
1969,9,18,965
1969,9,19,973
1969,9,20,972
1969,9,21,977
1969,9,22,991
1969,9,23,977
1969,9,24,992
1969,9,25,1014
1969,9,26,1024
1969,9,27,1027
1969,9,28,1016
1969,9,29,1017
1969,9,30,1016
1969,10,1,979
1969,10,2,985
1969,10,3,-32767
1969,10,4,-32767
1969,10,5,-32767
1969,10,6,-32767
1969,10,7,-32767
1969,10,8,-32767
1969,10,9,1043
1969,10,10,1053
1969,10,11,1067
1969,10,12,1046
1969,10,13,1022
1969,10,14,995
1969,10,15,953
1969,10,16,953
1969,10,17,967
1969,10,18,970
1969,10,19,988
1969,10,20,1003
1969,10,21,984
1969,10,22,987
1969,10,23,977
1969,10,24,962
1969,10,25,967
1969,10,26,945
1969,10,27,-32767
1969,10,28,-32767
1969,10,29,-32767
1969,10,30,919
1969,10,31,927
1969,11,1,930
1969,11,2,902
1969,11,3,884
1969,11,4,889
1969,11,5,913
1969,11,6,934
1969,11,7,926
1969,11,8,922
1969,11,9,920
1969,11,10,896
1969,11,11,901
1969,11,12,899
1969,11,13,895
1969,11,14,884
1969,11,15,901
1969,11,16,924
1969,11,17,930
1969,11,18,943
1969,11,19,942
1969,11,20,888
1969,11,21,883
1969,11,22,857
1969,11,23,845
1969,11,24,836
1969,11,25,800
1969,11,26,810
1969,11,27,821
1969,11,28,829
1969,11,29,828
1969,11,30,829
1969,12,1,866
1969,12,2,895
1969,12,3,884
1969,12,4,878
1969,12,5,876
1969,12,6,864
1969,12,7,887
1969,12,8,849
1969,12,9,815
1969,12,10,832
1969,12,11,825
1969,12,12,823
1969,12,13,831
1969,12,14,846
1969,12,15,873
1969,12,16,881
1969,12,17,876
1969,12,18,857
1969,12,19,832
1969,12,20,804
1969,12,21,810
1969,12,22,826
1969,12,23,838
1969,12,24,836
1969,12,25,851
1969,12,26,845
1969,12,27,850
1969,12,28,857
1969,12,29,840
1969,12,30,808
1969,12,31,759
1970,1,1,764
1970,1,2,786
1970,1,3,809
1970,1,4,808
1970,1,5,799
1970,1,6,790
1970,1,7,797
1970,1,8,796
1970,1,9,802
1970,1,10,829
1970,1,11,823
1970,1,12,814
1970,1,13,798
1970,1,14,781
1970,1,15,761
1970,1,16,746
1970,1,17,703
1970,1,18,686
1970,1,19,704
1970,1,20,699
1970,1,21,685
1970,1,22,683
1970,1,23,683
1970,1,24,660
1970,1,25,627
1970,1,26,653
1970,1,27,688
1970,1,28,705
1970,1,29,734
1970,1,30,761
1970,1,31,797
